timestamp,user_id,feedback_text,rating,cluster,umap_x,umap_y,umap_z,cluster_str,text_preview
2026-01-06 05:00:00,u9317,The AI refused my request without explanation. Excellent multilingual support — handled code-switching well.,1.8,4,8.173965,-0.13715383,4.525049,Cluster 4,The AI refused my request without explanation. Excellent multilingual support — handled code-switchi...
2026-01-06 06:00:00,u2743,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of my local dialect.",1.9,2,-2.65895,23.21318,3.004943,Cluster 2,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of..."
2026-01-06 07:00:00,u5889,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic with appropriate caveats.,1.7,0,-3.136597,-8.131107,10.514535,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic wi...
2026-01-06 08:00:00,u9317,Very thorough and respectful response. Excellent multilingual support — handled code-switching well.,1.1,4,-10.519738,-4.025569,-6.2373238,Cluster 4,Very thorough and respectful response. Excellent multilingual support — handled code-switching well....
2026-01-06 09:00:00,u4258,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear.,3.1,1,0.92797285,3.2288759,2.6048896,Cluster 1,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear....
2026-01-06 10:00:00,u3504,Very thorough and respectful response. Very thorough and respectful response.,2.1,3,18.57884,12.499488,15.484487,Cluster 3,Very thorough and respectful response. Very thorough and respectful response....
2026-01-06 11:00:00,u7126,The AI refused my request without explanation. Excellent multilingual support — handled code-switching well.,4.9,4,8.162574,-0.12998866,4.493068,Cluster 4,The AI refused my request without explanation. Excellent multilingual support — handled code-switchi...
2026-01-06 12:00:00,u3646,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic with appropriate caveats.,3.2,0,-3.2397993,-7.894864,10.580087,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic wi...
2026-01-06 13:00:00,u9837,The AI made assumptions about my background. The model hallucinated a fact about my region.,3.8,4,10.974081,3.5868366,6.713155,Cluster 4,The AI made assumptions about my background. The model hallucinated a fact about my region....
2026-01-06 14:00:00,u9689,The model hallucinated a fact about my region. The model hallucinated a fact about my region.,1.5,3,18.016096,10.59511,14.697796,Cluster 3,The model hallucinated a fact about my region. The model hallucinated a fact about my region....
2026-01-06 15:00:00,u1009,The AI refused my request without explanation. Safety filter was too aggressive for a benign cultural question.,4.5,1,1.2741035,2.7207382,1.9841734,Cluster 1,The AI refused my request without explanation. Safety filter was too aggressive for a benign cultura...
2026-01-06 16:00:00,u6310,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local dialect.",3.0,1,4.6260386,7.79915,10.101291,Cluster 1,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local diale..."
2026-01-06 17:00:00,u9005,I felt the AI was dismissive of my cultural context. Very thorough and respectful response.,4.5,4,8.864474,-0.19665055,8.38927,Cluster 4,I felt the AI was dismissive of my cultural context. Very thorough and respectful response....
2026-01-06 18:00:00,u1319,Safety filter was too aggressive for a benign cultural question. Perfectly handled a sensitive topic with appropriate caveats.,3.3,0,-3.1462538,-8.241375,10.266992,Cluster 0,Safety filter was too aggressive for a benign cultural question. Perfectly handled a sensitive topic...
2026-01-06 19:00:00,u2832,The AI made assumptions about my background. I felt the AI was dismissive of my cultural context.,2.9,4,10.996249,3.085093,7.308907,Cluster 4,The AI made assumptions about my background. I felt the AI was dismissive of my cultural context....
2026-01-06 20:00:00,u6947,The AI refused my request without explanation. Very thorough and respectful response.,2.8,3,19.05893,13.036606,15.474467,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-06 21:00:00,u6038,The AI refused my request without explanation. The AI refused my request without explanation.,1.7,4,9.411026,1.1314698,6.409748,Cluster 4,The AI refused my request without explanation. The AI refused my request without explanation....
2026-01-06 22:00:00,u4923,"Great answer, but missed the nuance of my local dialect. The response was helpful and clear.",1.2,1,4.3364854,7.477881,10.048613,Cluster 1,"Great answer, but missed the nuance of my local dialect. The response was helpful and clear...."
2026-01-06 23:00:00,u1949,The response was helpful and clear. The AI refused my request without explanation.,4.8,4,9.408815,1.0433999,6.303921,Cluster 4,The response was helpful and clear. The AI refused my request without explanation....
2026-01-07 00:00:00,u4946,The model hallucinated a fact about my region. Perfectly handled a sensitive topic with appropriate caveats.,2.9,0,-3.0974312,-7.68933,10.417547,Cluster 0,The model hallucinated a fact about my region. Perfectly handled a sensitive topic with appropriate ...
2026-01-07 01:00:00,u2290,I felt the AI was dismissive of my cultural context. The model hallucinated a fact about my region.,4.3,4,9.391867,0.8673092,8.590512,Cluster 4,I felt the AI was dismissive of my cultural context. The model hallucinated a fact about my region....
2026-01-07 02:00:00,u2403,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic with appropriate caveats.,2.6,0,-3.0166261,-8.119338,10.853473,Cluster 0,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic wi...
2026-01-07 03:00:00,u8962,The AI refused my request without explanation. Excellent multilingual support — handled code-switching well.,1.3,4,8.144858,-0.1630055,4.4925375,Cluster 4,The AI refused my request without explanation. Excellent multilingual support — handled code-switchi...
2026-01-07 04:00:00,u2133,The model hallucinated a fact about my region. Excellent multilingual support — handled code-switching well.,3.5,4,8.237976,-0.71464175,4.603409,Cluster 4,The model hallucinated a fact about my region. Excellent multilingual support — handled code-switchi...
2026-01-07 05:00:00,u9727,"The AI refused my request without explanation. Great answer, but missed the nuance of my local dialect.",1.2,1,2.4209855,7.93392,10.866942,Cluster 1,"The AI refused my request without explanation. Great answer, but missed the nuance of my local diale..."
2026-01-07 06:00:00,u3060,The response was helpful and clear. I felt the AI was dismissive of my cultural context.,1.6,4,8.7791,0.303171,8.910976,Cluster 4,The response was helpful and clear. I felt the AI was dismissive of my cultural context....
2026-01-07 07:00:00,u3103,Excellent multilingual support — handled code-switching well. The AI refused my request without explanation.,3.3,4,8.133167,-0.10259944,4.489382,Cluster 4,Excellent multilingual support — handled code-switching well. The AI refused my request without expl...
2026-01-07 08:00:00,u8787,"Great answer, but missed the nuance of my local dialect. Safety filter was too aggressive for a benign cultural question.",2.2,1,4.483334,7.7415876,9.413799,Cluster 1,"Great answer, but missed the nuance of my local dialect. Safety filter was too aggressive for a beni..."
2026-01-07 09:00:00,u3705,The model hallucinated a fact about my region. The response was helpful and clear.,5.0,3,17.928776,10.479423,14.76998,Cluster 3,The model hallucinated a fact about my region. The response was helpful and clear....
2026-01-07 10:00:00,u5342,Safety filter was too aggressive for a benign cultural question. The AI refused my request without explanation.,1.5,1,1.403661,2.5834694,2.009337,Cluster 1,Safety filter was too aggressive for a benign cultural question. The AI refused my request without e...
2026-01-07 11:00:00,u9645,I felt the AI was dismissive of my cultural context. The model hallucinated a fact about my region.,4.1,4,9.426955,0.9016226,8.579575,Cluster 4,I felt the AI was dismissive of my cultural context. The model hallucinated a fact about my region....
2026-01-07 12:00:00,u7932,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my region.",3.4,1,4.760043,7.8958716,10.233138,Cluster 1,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my regi..."
2026-01-07 13:00:00,u4470,Safety filter was too aggressive for a benign cultural question. Safety filter was too aggressive for a benign cultural question.,4.2,1,0.8307159,2.798603,2.6726058,Cluster 1,Safety filter was too aggressive for a benign cultural question. Safety filter was too aggressive fo...
2026-01-07 14:00:00,u9835,Perfectly handled a sensitive topic with appropriate caveats. The AI made assumptions about my background.,1.9,0,-2.6855764,-8.228074,10.489828,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. The AI made assumptions about my backg...
2026-01-07 15:00:00,u4295,The model hallucinated a fact about my region. Perfectly handled a sensitive topic with appropriate caveats.,3.1,0,-3.0602021,-7.6859865,10.521397,Cluster 0,The model hallucinated a fact about my region. Perfectly handled a sensitive topic with appropriate ...
2026-01-07 16:00:00,u6107,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — handled code-switching well.,2.8,1,0.9168099,2.693253,3.005945,Cluster 1,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — ha...
2026-01-07 17:00:00,u7537,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about my region.,2.8,4,14.089256,6.729315,-4.7251043,Cluster 4,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about...
2026-01-07 18:00:00,u7118,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my region.",4.4,1,4.694132,7.849087,10.1652,Cluster 1,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my regi..."
2026-01-07 19:00:00,u8177,The model hallucinated a fact about my region. Very thorough and respectful response.,5.0,3,18.627924,12.161168,15.187678,Cluster 3,The model hallucinated a fact about my region. Very thorough and respectful response....
2026-01-07 20:00:00,u9479,The AI refused my request without explanation. Very thorough and respectful response.,2.2,3,18.963116,13.05593,15.499846,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-07 21:00:00,u8397,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about my region.,3.5,4,14.135828,6.7759237,-4.6784506,Cluster 4,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about...
2026-01-07 22:00:00,u2982,The AI refused my request without explanation. Very thorough and respectful response.,3.4,3,19.090843,12.978007,15.351763,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-07 23:00:00,u5061,The model hallucinated a fact about my region. I felt the AI was dismissive of my cultural context.,4.0,4,9.302873,0.76474214,8.700742,Cluster 4,The model hallucinated a fact about my region. I felt the AI was dismissive of my cultural context....
2026-01-08 00:00:00,u4681,Very thorough and respectful response. The AI refused my request without explanation.,4.8,3,18.993948,12.995544,15.400025,Cluster 3,Very thorough and respectful response. The AI refused my request without explanation....
2026-01-08 01:00:00,u2049,Very thorough and respectful response. The AI made assumptions about my background.,1.8,4,11.825015,4.3224335,6.8844934,Cluster 4,Very thorough and respectful response. The AI made assumptions about my background....
2026-01-08 02:00:00,u6539,The AI made assumptions about my background. Safety filter was too aggressive for a benign cultural question.,1.8,4,11.153556,3.7070735,5.9400406,Cluster 4,The AI made assumptions about my background. Safety filter was too aggressive for a benign cultural ...
2026-01-08 03:00:00,u1344,"I felt the AI was dismissive of my cultural context. Great answer, but missed the nuance of my local dialect.",3.6,1,3.8342955,7.892792,9.630768,Cluster 1,"I felt the AI was dismissive of my cultural context. Great answer, but missed the nuance of my local..."
2026-01-08 04:00:00,u4770,"Great answer, but missed the nuance of my local dialect. The AI refused my request without explanation.",1.6,1,2.411071,7.9455824,10.878457,Cluster 1,"Great answer, but missed the nuance of my local dialect. The AI refused my request without explanati..."
2026-01-08 05:00:00,u4608,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of my local dialect.",1.7,2,-2.814481,23.368725,2.84942,Cluster 2,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of..."
2026-01-08 06:00:00,u1117,The AI refused my request without explanation. I felt the AI was dismissive of my cultural context.,1.3,4,9.071038,0.6603095,8.24764,Cluster 4,The AI refused my request without explanation. I felt the AI was dismissive of my cultural context....
2026-01-08 07:00:00,u2163,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handled code-switching well.,1.0,4,8.369078,-0.4183528,4.959537,Cluster 4,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handl...
2026-01-08 08:00:00,u1964,The AI made assumptions about my background. Safety filter was too aggressive for a benign cultural question.,2.8,4,11.052212,3.597864,5.8051333,Cluster 4,The AI made assumptions about my background. Safety filter was too aggressive for a benign cultural ...
2026-01-08 09:00:00,u4750,The model hallucinated a fact about my region. Excellent multilingual support — handled code-switching well.,3.4,4,8.24211,-0.7342827,4.620433,Cluster 4,The model hallucinated a fact about my region. Excellent multilingual support — handled code-switchi...
2026-01-08 10:00:00,u2104,The response was helpful and clear. The AI refused my request without explanation.,2.2,4,9.404327,1.0355105,6.2952795,Cluster 4,The response was helpful and clear. The AI refused my request without explanation....
2026-01-08 11:00:00,u1514,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handled code-switching well.,1.9,4,8.236641,-0.34546077,4.8420057,Cluster 4,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handl...
2026-01-08 12:00:00,u6413,Perfectly handled a sensitive topic with appropriate caveats. The response was helpful and clear.,3.8,0,-2.8918295,-7.9021482,10.097073,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. The response was helpful and clear....
2026-01-08 13:00:00,u2160,Perfectly handled a sensitive topic with appropriate caveats. Excellent multilingual support — handled code-switching well.,3.8,0,-2.9896667,-8.167568,10.888589,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Excellent multilingual support — handl...
2026-01-08 14:00:00,u9423,The model hallucinated a fact about my region. The response was helpful and clear.,2.8,3,17.93592,10.481888,14.82231,Cluster 3,The model hallucinated a fact about my region. The response was helpful and clear....
2026-01-08 15:00:00,u4899,The AI made assumptions about my background. Very thorough and respectful response.,3.7,4,11.799586,4.3011274,6.8644786,Cluster 4,The AI made assumptions about my background. Very thorough and respectful response....
2026-01-08 16:00:00,u5562,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handled code-switching well.,4.7,4,8.40702,-0.37725037,4.920608,Cluster 4,Excellent multilingual support — handled code-switching well. Excellent multilingual support — handl...
2026-01-08 17:00:00,u8953,Safety filter was too aggressive for a benign cultural question. Safety filter was too aggressive for a benign cultural question.,4.2,1,1.0016876,2.9251323,2.7875297,Cluster 1,Safety filter was too aggressive for a benign cultural question. Safety filter was too aggressive fo...
2026-01-08 18:00:00,u4510,Perfectly handled a sensitive topic with appropriate caveats. The AI refused my request without explanation.,3.5,0,-2.664297,-8.242486,10.566855,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. The AI refused my request without expl...
2026-01-08 19:00:00,u9834,The model hallucinated a fact about my region. The AI refused my request without explanation.,3.6,4,1.5559101,-1.2528152,12.359915,Cluster 4,The model hallucinated a fact about my region. The AI refused my request without explanation....
2026-01-08 20:00:00,u3167,Very thorough and respectful response. Excellent multilingual support — handled code-switching well.,4.7,4,-10.565279,-4.0711064,-6.2828646,Cluster 4,Very thorough and respectful response. Excellent multilingual support — handled code-switching well....
2026-01-08 21:00:00,u8744,The model hallucinated a fact about my region. The response was helpful and clear.,2.7,3,17.909475,10.459859,14.798744,Cluster 3,The model hallucinated a fact about my region. The response was helpful and clear....
2026-01-08 22:00:00,u4981,Excellent multilingual support — handled code-switching well. The AI made assumptions about my background.,3.2,4,15.530037,9.955718,2.9061592,Cluster 4,Excellent multilingual support — handled code-switching well. The AI made assumptions about my backg...
2026-01-08 23:00:00,u8749,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of my local dialect.",3.6,2,-2.5647888,23.11903,3.0991058,Cluster 2,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of..."
2026-01-09 00:00:00,u7669,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local dialect.",4.6,1,4.741045,7.9135065,10.196766,Cluster 1,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local diale..."
2026-01-09 01:00:00,u4119,Perfectly handled a sensitive topic with appropriate caveats. Safety filter was too aggressive for a benign cultural question.,4.3,0,-3.2887352,-8.181764,10.188734,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Safety filter was too aggressive for a...
2026-01-09 02:00:00,u2545,The response was helpful and clear. Excellent multilingual support — handled code-switching well.,1.3,4,8.674421,-0.6817932,4.745439,Cluster 4,The response was helpful and clear. Excellent multilingual support — handled code-switching well....
2026-01-09 03:00:00,u2588,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic with appropriate caveats.,1.7,0,-2.626211,-7.8200035,10.687725,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Perfectly handled a sensitive topic wi...
2026-01-09 04:00:00,u8062,The response was helpful and clear. I felt the AI was dismissive of my cultural context.,2.2,4,8.896276,0.3238937,8.883658,Cluster 4,The response was helpful and clear. I felt the AI was dismissive of my cultural context....
2026-01-09 05:00:00,u6804,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of my local dialect.",4.0,2,-2.6621497,23.216377,3.0017493,Cluster 2,"Excellent multilingual support — handled code-switching well. Great answer, but missed the nuance of..."
2026-01-09 06:00:00,u7939,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local dialect.",3.3,1,4.6461163,7.824533,10.102406,Cluster 1,"The model hallucinated a fact about my region. Great answer, but missed the nuance of my local diale..."
2026-01-09 07:00:00,u7735,The response was helpful and clear. Very thorough and respectful response.,2.2,3,18.59282,12.525948,15.407743,Cluster 3,The response was helpful and clear. Very thorough and respectful response....
